fid,inode,dev,ftype,op,gp,tp,numoflinks,uid,size,ctime,mtime,name,abspath
1124,2228794,112,-,7,5,5,1,0,80032,1580945625.700854,1567505135.0,apt-cache,/usr/bin/apt-cache
1125,2228845,112,-,7,5,5,1,0,35000,1580945625.735854,1516268629.0,env,/usr/bin/env
1126,2228892,112,-,7,5,5,1,0,35232,1580945625.766854,1566517666.0,lslocks,/usr/bin/lslocks
1127,2228824,112,-,7,5,5,1,0,2859,1580945625.714854,1557160230.0,debconf,/usr/bin/debconf
1128,2228954,112,-,7,5,5,1,0,59608,1580945625.808854,1516268629.0,sha512sum,/usr/bin/sha512sum
1129,2228965,112,-,7,5,5,1,0,14328,1580945625.824854,1527062907.0,tabs,/usr/bin/tabs
1130,2228984,112,-,7,5,5,1,0,39128,1580945625.837854,1516268629.0,unexpand,/usr/bin/unexpand
1131,2228804,112,-,7,5,5,1,0,39096,1580945625.705854,1516268629.0,base64,/usr/bin/base64
1132,2228796,112,-,7,5,5,1,0,22616,1580945625.701854,1567505135.0,apt-config,/usr/bin/apt-config
1133,2228881,112,-,7,5,5,1,0,30904,1580945625.758854,1516268629.0,link,/usr/bin/link
1134,2228946,112,-,7,5,5,1,0,18784,1580945625.805854,1566517666.0,setarch,/usr/bin/setarch
1135,2228808,112,-,7,5,5,1,0,3327,1580945625.706854,1523909660.0,catchsegv,/usr/bin/catchsegv
1136,2228838,112,-,7,5,5,1,0,141728,1580945625.728854,1567717514.0,dpkg-divert,/usr/bin/dpkg-divert
1137,2228840,112,-,7,5,5,1,0,149912,1580945625.729854,1567717514.0,dpkg-query,/usr/bin/dpkg-query
1138,2228915,112,-,7,5,5,1,0,35032,1580945625.778854,1516268629.0,paste,/usr/bin/paste
1139,2228886,112,-,7,5,5,1,0,338744,1580945625.762854,1523909660.0,localedef,/usr/bin/localedef
1140,2228821,112,-,7,5,5,1,0,43224,1580945625.713854,1516268629.0,cut,/usr/bin/cut
1141,2228953,112,-,7,5,5,1,0,59608,1580945625.808854,1516268629.0,sha384sum,/usr/bin/sha384sum
1142,2228814,112,-,7,5,5,1,0,44528,1580945625.709854,1553281538.0,chsh,/usr/bin/chsh
1143,2228927,112,-,7,5,5,1,0,71928,1580945625.800854,1516268629.0,ptx,/usr/bin/ptx
1144,2228800,112,-,7,5,5,1,0,35032,1580945625.703854,1516268629.0,arch,/usr/bin/arch
1145,2228961,112,-,7,5,5,1,0,55936,1580945625.814854,1516268629.0,split,/usr/bin/split
1146,2228995,112,-,7,5,5,1,0,30800,1580945625.844854,1566517666.0,wall,/usr/bin/wall
1147,2228852,112,-,7,5,5,1,0,238080,1580945625.739854,1509902208.0,find,/usr/bin/find
1148,2228908,112,-,7,5,5,1,0,35000,1580945625.774854,1516268629.0,nproc,/usr/bin/nproc
1149,2228855,112,-,7,5,5,1,0,35000,1580945625.740854,1516268629.0,fold,/usr/bin/fold
1150,2228918,112,-,7,5,5,1,0,26712,1580945625.796854,1565365047.0,pgrep,/usr/bin/pgrep
1151,2228978,112,-,7,5,5,1,0,47288,1580945625.835854,1516268629.0,tr,/usr/bin/tr
1152,2228816,112,-,7,5,5,1,0,10240,1580945625.710854,1527062907.0,clear,/usr/bin/clear
1153,2228935,112,-,7,5,5,1,0,30,1580945625.802854,1499779199.0,rgrep,/usr/bin/rgrep
1154,2228875,112,-,7,5,5,1,0,10280,1580945625.757854,1514657702.0,ischroot,/usr/bin/ischroot
1155,2228924,112,-,7,5,5,1,0,30904,1580945625.798854,1516268629.0,printenv,/usr/bin/printenv
1156,2228839,112,-,7,5,5,1,0,19031,1580945625.728854,1567717514.0,dpkg-maintscript-helper,/usr/bin/dpkg-maintscript-helper
1157,2228922,112,-,7,5,5,1,0,30808,1580945625.797854,1565365047.0,pmap,/usr/bin/pmap
1158,2228894,112,-,7,5,5,1,0,43088,1580945625.767854,1566517666.0,lsmem,/usr/bin/lsmem
1159,2228909,112,-,7,5,5,1,0,31008,1580945625.774854,1566517666.0,nsenter,/usr/bin/nsenter
1160,2228876,112,-,7,5,5,1,0,47320,1580945625.757854,1516268629.0,join,/usr/bin/join
1161,2228819,112,-,7,5,5,1,0,39128,1580945625.712854,1516268629.0,comm,/usr/bin/comm
1162,2228904,112,-,7,5,5,1,0,40344,1580945625.770854,1553281538.0,newgrp,/usr/bin/newgrp
1163,2228865,112,l,7,7,7,1,0,7,1580945625.749854,1566517666.0,i386,/usr/bin/i386
1164,2228809,112,-,7,5,5,1,0,71816,1580945625.707854,1553281538.0,chage,/usr/bin/chage
1165,2228861,112,-,7,5,5,1,0,437264,1580945625.746854,1547125623.0,gpgv,/usr/bin/gpgv
1166,2228988,112,-,7,5,5,1,0,47112,1580945625.841854,1567717514.0,update-alternatives,/usr/bin/update-alternatives
1167,2228846,112,-,7,5,5,1,0,39128,1580945625.735854,1516268629.0,expand,/usr/bin/expand
1168,2228960,112,-,7,5,5,1,0,113120,1580945625.813854,1516268629.0,sort,/usr/bin/sort
1169,2228869,112,l,7,7,7,1,0,3,1580945625.752854,1527062907.0,infotocap,/usr/bin/infotocap
1170,2229003,112,-,7,5,5,1,0,71896,1580945625.848854,1509902208.0,xargs,/usr/bin/xargs
1171,2228947,112,-,7,5,5,1,0,10312,1580945625.805854,1566517666.0,setsid,/usr/bin/setsid
1172,2228994,112,-,7,5,5,1,0,18504,1580945625.844854,1565365047.0,w.procps,/usr/bin/w.procps
1173,2228917,112,-,7,5,5,2,0,2097720,1580945625.796854,1542642884.0,perl,/usr/bin/perl
1174,2228896,112,-,7,5,5,1,0,125416,1580945625.768854,1522758858.0,mawk,/usr/bin/mawk
1175,2228972,112,-,7,5,5,1,0,39552,1580945625.830854,1516268629.0,timeout,/usr/bin/timeout
1176,2228885,112,-,7,5,5,1,0,10240,1580945625.759854,1569608674.0,locale-check,/usr/bin/locale-check
1177,2228910,112,-,7,5,5,1,0,63736,1580945625.774854,1516268629.0,numfmt,/usr/bin/numfmt
1178,2228891,112,-,7,5,5,1,0,71760,1580945625.765854,1566517666.0,lsipc,/usr/bin/lsipc
1179,2228959,112,l,7,7,7,1,0,5,1580945625.811854,1565365047.0,snice,/usr/bin/snice
1180,2228911,112,-,7,5,5,1,0,67800,1580945625.775854,1516268629.0,od,/usr/bin/od
1181,2228898,112,-,7,5,5,1,0,43224,1580945625.769854,1516268629.0,md5sum,/usr/bin/md5sum
1182,2228841,112,-,7,5,5,1,0,121176,1580945625.731854,1567717514.0,dpkg-split,/usr/bin/dpkg-split
1183,2228970,112,-,7,5,5,1,0,47288,1580945625.828854,1516268629.0,test,/usr/bin/test
1184,2228938,112,-,7,5,5,1,0,30792,1580945625.804854,1566517666.0,script,/usr/bin/script
1185,2228930,112,-,7,5,5,1,0,14408,1580945625.801854,1566517666.0,rename.ul,/usr/bin/rename.ul
1186,2228867,112,-,7,5,5,1,0,43224,1580945625.751854,1516268629.0,id,/usr/bin/id
1187,2228792,112,-,7,5,5,1,0,22608,1580945625.699854,1566517666.0,addpart,/usr/bin/addpart
1188,2228974,112,-,7,5,5,1,0,14328,1580945625.833854,1527062907.0,toe,/usr/bin/toe
1189,2228949,112,l,7,7,7,1,0,6,1580945625.805854,1553281538.0,sg,/usr/bin/sg
1190,2228860,112,-,7,5,5,1,0,75824,1580945625.742854,1553281538.0,gpasswd,/usr/bin/gpasswd
1191,2228862,112,-,7,5,5,1,0,35000,1580945625.747854,1516268629.0,groups,/usr/bin/groups
1192,2228981,112,-,7,5,5,1,0,35000,1580945625.836854,1516268629.0,tsort,/usr/bin/tsort
1193,2228950,112,-,7,5,5,1,0,47320,1580945625.806854,1516268629.0,sha1sum,/usr/bin/sha1sum
1194,2228986,112,-,7,5,5,1,0,30904,1580945625.839854,1516268629.0,unlink,/usr/bin/unlink
1195,2228906,112,-,7,5,5,1,0,43288,1580945625.773854,1516268629.0,nl,/usr/bin/nl
1196,2228967,112,-,7,5,5,1,0,67832,1580945625.826854,1516268629.0,tail,/usr/bin/tail
1197,2228823,112,-,7,5,5,1,0,4434,1580945625.714854,1508945922.0,deb-systemd-invoke,/usr/bin/deb-systemd-invoke
1198,3147118,112,-,7,5,5,1,0,7812,1581368668.2540808,1540465860.0,py3clean,/usr/bin/py3clean
1199,3147157,112,l,7,7,7,1,0,2,1581368668.2910807,1498667959.0,xzcat,/usr/bin/xzcat
1200,3147056,112,l,7,7,7,1,0,23,1581368668.2530808,1581368666.0,lzcmp,/usr/bin/lzcmp
1201,3147462,112,l,7,7,7,1,0,6,1581368668.2910807,1498667959.0,xzcmp,/usr/bin/xzcmp
1202,3147155,112,l,7,7,7,1,0,2,1581368668.2890809,1498667959.0,unxz,/usr/bin/unxz
1203,3147115,112,l,7,7,7,1,0,6,1581368668.2540808,1540465860.0,pdb3,/usr/bin/pdb3
1204,3147150,112,-,7,5,5,2,0,4526456,1581368668.288081,1573123442.0,python3.6m,/usr/bin/python3.6m
1205,3147055,112,l,7,7,7,1,0,23,1581368668.2530808,1581368666.0,lzcat,/usr/bin/lzcat
1206,3147087,112,l,7,7,7,1,0,24,1581368668.2540808,1581368666.0,lzless,/usr/bin/lzless
1207,3147154,112,l,7,7,7,1,0,24,1581368668.2890809,1581368666.0,unlzma,/usr/bin/unlzma
1208,3147152,112,-,7,5,5,1,0,18161,1581368668.2890809,1468584372.0,run-mailcap,/usr/bin/run-mailcap
1209,3147467,112,-,7,5,5,1,0,1802,1581368668.2920809,1498667959.0,xzless,/usr/bin/xzless
1210,3147114,112,l,7,7,7,1,0,24,1581368668.2540808,1581368666.0,lzmore,/usr/bin/lzmore
1211,3147149,112,l,7,7,7,1,0,9,1581368668.2550807,1540465860.0,python3,/usr/bin/python3
1212,3147078,112,l,7,7,7,1,0,24,1581368668.2540808,1581368666.0,lzgrep,/usr/bin/lzgrep
1213,3147057,112,l,7,7,7,1,0,24,1581368668.2540808,1581368666.0,lzdiff,/usr/bin/lzdiff
1214,3147156,112,-,7,5,5,1,0,76216,1581368668.2910807,1498667959.0,xz,/usr/bin/xz
1215,3147092,112,-,7,5,5,1,0,10384,1581368668.2540808,1498667959.0,lzmainfo,/usr/bin/lzmainfo
1216,3147150,112,-,7,5,5,2,0,4526456,1581368668.288081,1573123442.0,python3.6,/usr/bin/python3.6
1217,3147120,112,l,7,7,7,1,0,31,1581368668.2540808,1540465860.0,py3versions,/usr/bin/py3versions
1218,3147151,112,l,7,7,7,1,0,10,1581368668.288081,1540465860.0,python3m,/usr/bin/python3m
1219,3147146,112,-,7,5,5,1,0,79,1581368668.2550807,1573123442.0,pydoc3.6,/usr/bin/pydoc3.6
1220,3147043,112,-,7,5,5,1,0,22792,1581368668.2530808,1572367819.0,file,/usr/bin/file
1221,3147463,112,-,7,5,5,1,0,6632,1581368668.2910807,1498667959.0,xzdiff,/usr/bin/xzdiff
1222,3147465,112,l,7,7,7,1,0,6,1581368668.2920809,1498667959.0,xzfgrep,/usr/bin/xzfgrep
1223,3147147,112,l,7,7,7,1,0,12,1581368668.2550807,1540465860.0,pygettext3,/usr/bin/pygettext3
1224,3147468,112,-,7,5,5,1,0,2161,1581368668.2920809,1498667959.0,xzmore,/usr/bin/xzmore
1225,3147464,112,l,7,7,7,1,0,6,1581368668.2910807,1498667959.0,xzegrep,/usr/bin/xzegrep
1226,3147117,112,l,7,7,7,1,0,11,1581368668.2540808,1468584372.0,print,/usr/bin/print
1227,3147466,112,-,7,5,5,1,0,5628,1581368668.2920809,1498667959.0,xzgrep,/usr/bin/xzgrep
1228,3146566,112,-,7,5,5,1,0,853,1581368668.2530808,1468584372.0,cautious-launcher,/usr/bin/cautious-launcher
1229,3147153,112,l,7,7,7,1,0,11,1581368668.2890809,1468584372.0,see,/usr/bin/see
1230,3147088,112,l,7,7,7,1,0,22,1581368668.2540808,1581368666.0,lzma,/usr/bin/lzma
1231,3147041,112,l,7,7,7,1,0,11,1581368668.2530808,1468584372.0,edit,/usr/bin/edit
1232,3147119,112,-,7,5,5,1,0,12119,1581368668.2540808,1540465860.0,py3compile,/usr/bin/py3compile
1233,3147076,112,l,7,7,7,1,0,25,1581368668.2540808,1581368666.0,lzfgrep,/usr/bin/lzfgrep
1234,3147116,112,l,7,7,7,1,0,23,1581368668.2540808,1573123442.0,pdb3.6,/usr/bin/pdb3.6
1235,3147121,112,l,7,7,7,1,0,8,1581368668.2540808,1540465860.0,pydoc3,/usr/bin/pydoc3
1236,3147148,112,-,7,5,5,1,0,21547,1581368668.2550807,1573123442.0,pygettext3.6,/usr/bin/pygettext3.6
1237,3146596,112,l,7,7,7,1,0,11,1581368668.2530808,1468584372.0,compose,/usr/bin/compose
1238,3147075,112,l,7,7,7,1,0,25,1581368668.2540808,1581368666.0,lzegrep,/usr/bin/lzegrep
1239,2229034,112,d,7,5,5,3,0,4096,1580945626.429241,1578863398.0,dpkg,/usr/lib/dpkg
1240,2229009,112,d,7,5,5,5,0,4096,1580945626.429241,1578863450.0,apt,/usr/lib/apt
1241,3147474,112,d,7,5,5,1,0,4096,1581368668.8560808,1581368665.0,mime,/usr/lib/mime
1242,2229045,112,d,7,5,5,3,0,4096,1580945626.429241,1523909660.0,locale,/usr/lib/locale
1243,2229067,112,d,7,5,5,2,0,4096,1580945626.429241,1578863452.0,tmpfiles.d,/usr/lib/tmpfiles.d
1244,2229066,112,d,7,5,5,2,0,4096,1580945626.429241,1500647722.0,tar,/usr/lib/tar
1245,3148602,112,d,7,5,5,1,0,4096,1581368668.8570807,1581368666.0,x86_64-linux-gnu,/usr/lib/x86_64-linux-gnu
1246,2229042,112,d,7,5,5,3,0,4096,1580945626.429241,1523891193.0,gcc,/usr/lib/gcc
1247,3148600,112,d,7,5,5,2,0,4096,1581368668.8570807,1581368666.0,valgrind,/usr/lib/valgrind
1248,3147483,112,d,7,5,5,3,0,4096,1581368668.8560808,1581368666.0,python3,/usr/lib/python3
1249,3147486,112,d,7,5,5,28,0,4096,1581368668.8560808,1581368666.0,python3.6,/usr/lib/python3.6
1250,3147470,112,d,7,5,5,2,0,4096,1581368668.8560808,1581368666.0,file,/usr/lib/file
1251,2229065,112,-,6,4,4,1,0,386,1580945625.881854,1569608674.0,os-release,/usr/lib/os-release
1252,2229035,112,d,7,5,5,3,0,4096,1580945626.429241,1578863398.0,methods,/usr/lib/dpkg/methods
1253,2229036,112,d,7,5,5,2,0,4096,1580945626.429241,1578863450.0,apt,/usr/lib/dpkg/methods/apt
1254,2229039,112,-,6,4,4,1,0,39,1580945625.864854,1567505135.0,names,/usr/lib/dpkg/methods/apt/names
1255,2229038,112,-,7,5,5,1,0,2861,1580945625.864854,1567505135.0,install,/usr/lib/dpkg/methods/apt/install
1256,2229041,112,-,7,5,5,1,0,1242,1580945625.864854,1567505135.0,update,/usr/lib/dpkg/methods/apt/update
1257,2229040,112,-,7,5,5,1,0,7728,1580945625.864854,1567505135.0,setup,/usr/lib/dpkg/methods/apt/setup
1258,2229037,112,-,6,4,4,1,0,567,1580945625.863854,1567505135.0,desc.apt,/usr/lib/dpkg/methods/apt/desc.apt
1259,2229032,112,d,7,5,5,2,0,4096,1580945626.429241,1578863450.0,solvers,/usr/lib/apt/solvers
1260,2229012,112,d,7,5,5,2,0,4096,1580945626.429241,1578863450.0,methods,/usr/lib/apt/methods
1261,2229030,112,d,7,5,5,2,0,4096,1580945626.429241,1578863450.0,planners,/usr/lib/apt/planners
1262,2229010,112,-,7,5,5,1,0,31040,1580945625.850854,1567505135.0,apt-helper,/usr/lib/apt/apt-helper
1263,2229011,112,-,7,5,5,1,0,16026,1580945625.851854,1567505135.0,apt.systemd.daily,/usr/lib/apt/apt.systemd.daily
1264,2229033,112,-,7,5,5,1,0,18520,1580945625.863854,1567505135.0,dump,/usr/lib/apt/solvers/dump
1265,2229020,112,-,7,5,5,1,0,100512,1580945625.859854,1567505135.0,mirror,/usr/lib/apt/methods/mirror
1266,2229013,112,-,7,5,5,1,0,55456,1580945625.851854,1567505135.0,cdrom,/usr/lib/apt/methods/cdrom
1267,2229028,112,l,7,7,7,1,0,3,1580945625.861854,1567505135.0,ssh,/usr/lib/apt/methods/ssh
1268,2229016,112,-,7,5,5,1,0,121088,1580945625.854854,1567505135.0,ftp,/usr/lib/apt/methods/ftp
1269,2229022,112,l,7,7,7,1,0,6,1580945625.859854,1567505135.0,mirror+file,/usr/lib/apt/methods/mirror+file
1270,2229014,112,-,7,5,5,1,0,39072,1580945625.852854,1567505135.0,copy,/usr/lib/apt/methods/copy
1271,2229018,112,-,7,5,5,1,0,170152,1580945625.858854,1567505135.0,http,/usr/lib/apt/methods/http
1272,2229026,112,-,7,5,5,1,0,67744,1580945625.860854,1567505135.0,rred,/usr/lib/apt/methods/rred
1273,2229021,112,l,7,7,7,1,0,6,1580945625.859854,1567505135.0,mirror+copy,/usr/lib/apt/methods/mirror+copy
1274,2229024,112,l,7,7,7,1,0,6,1580945625.859854,1567505135.0,mirror+http,/usr/lib/apt/methods/mirror+http
1275,2229015,112,-,7,5,5,1,0,39072,1580945625.852854,1567505135.0,file,/usr/lib/apt/methods/file
1276,2229023,112,l,7,7,7,1,0,6,1580945625.859854,1567505135.0,mirror+ftp,/usr/lib/apt/methods/mirror+ftp
1277,2229029,112,-,7,5,5,1,0,43168,1580945625.861854,1567505135.0,store,/usr/lib/apt/methods/store
1278,2229027,112,-,7,5,5,1,0,51376,1580945625.861854,1567505135.0,rsh,/usr/lib/apt/methods/rsh
1279,2229017,112,-,7,5,5,1,0,75936,1580945625.855854,1567505135.0,gpgv,/usr/lib/apt/methods/gpgv
1280,2229025,112,l,7,7,7,1,0,6,1580945625.859854,1567505135.0,mirror+https,/usr/lib/apt/methods/mirror+https
1281,2229019,112,l,7,7,7,1,0,4,1580945625.858854,1567505135.0,https,/usr/lib/apt/methods/https
1282,2229031,112,l,7,7,7,1,0,15,1580945625.861854,1567505135.0,dump,/usr/lib/apt/planners/dump
1283,3147481,112,d,7,5,5,1,0,4096,1581368668.8560808,1581368665.0,packages,/usr/lib/mime/packages
1284,3147478,112,-,7,5,5,1,0,828,1581368668.3470807,1468584372.0,debian-view,/usr/lib/mime/debian-view
1285,3147480,112,-,6,4,4,1,0,1022,1581368668.3470807,1468584372.0,mailcap,/usr/lib/mime/mailcap
1286,2229064,112,-,6,4,4,1,0,90,1580945625.881854,1518646823.0,util-linux,/usr/lib/mime/packages/util-linux
1287,2229062,112,-,6,4,4,1,0,97,1580945625.881854,1289716564.0,sensible-utils,/usr/lib/mime/packages/sensible-utils
1288,2229063,112,-,6,4,4,1,0,327,1580945625.881854,1500647722.0,tar,/usr/lib/mime/packages/tar
1289,3147482,112,-,6,4,4,1,0,257,1581368668.3480809,1468584372.0,mime-support,/usr/lib/mime/packages/mime-support
1290,2229046,112,d,7,5,5,3,0,4096,1580945626.429241,1578863433.0,C.UTF-8,/usr/lib/locale/C.UTF-8
1291,2229052,112,d,7,5,5,2,0,4096,1580945626.429241,1578863433.0,LC_MESSAGES,/usr/lib/locale/C.UTF-8/LC_MESSAGES
1292,2229054,112,-,6,4,4,1,0,270,1580945625.879854,1523909660.0,LC_MONETARY,/usr/lib/locale/C.UTF-8/LC_MONETARY
1293,2229056,112,-,6,4,4,1,0,50,1580945625.880854,1523909660.0,LC_NUMERIC,/usr/lib/locale/C.UTF-8/LC_NUMERIC
1294,2229055,112,-,6,4,4,1,0,62,1580945625.879854,1523909660.0,LC_NAME,/usr/lib/locale/C.UTF-8/LC_NAME
1295,2229051,112,-,6,4,4,1,0,23,1580945625.879854,1523909660.0,LC_MEASUREMENT,/usr/lib/locale/C.UTF-8/LC_MEASUREMENT
1296,2229047,112,-,6,4,4,1,0,131,1580945625.864854,1523909660.0,LC_ADDRESS,/usr/lib/locale/C.UTF-8/LC_ADDRESS
1297,2229059,112,-,6,4,4,1,0,3360,1580945625.880854,1523909660.0,LC_TIME,/usr/lib/locale/C.UTF-8/LC_TIME
1298,2229048,112,-,6,4,4,1,0,1516558,1580945625.876854,1523909660.0,LC_COLLATE,/usr/lib/locale/C.UTF-8/LC_COLLATE
1299,2229058,112,-,6,4,4,1,0,47,1580945625.880854,1523909660.0,LC_TELEPHONE,/usr/lib/locale/C.UTF-8/LC_TELEPHONE
1300,2229049,112,-,6,4,4,1,0,199772,1580945625.878854,1523909660.0,LC_CTYPE,/usr/lib/locale/C.UTF-8/LC_CTYPE
1301,2229050,112,-,6,4,4,1,0,252,1580945625.879854,1523909660.0,LC_IDENTIFICATION,/usr/lib/locale/C.UTF-8/LC_IDENTIFICATION
1302,2229057,112,-,6,4,4,1,0,34,1580945625.880854,1523909660.0,LC_PAPER,/usr/lib/locale/C.UTF-8/LC_PAPER
1303,2229053,112,-,6,4,4,1,0,48,1580945625.879854,1523909660.0,SYS_LC_MESSAGES,/usr/lib/locale/C.UTF-8/LC_MESSAGES/SYS_LC_MESSAGES
1304,2229068,112,-,6,4,4,1,0,239,1580945625.881854,1516892962.0,passwd.conf,/usr/lib/tmpfiles.d/passwd.conf
1305,2229070,112,d,7,5,5,2,0,4096,1580945626.429241,1578863404.0,audit,/usr/lib/x86_64-linux-gnu/audit
1306,2229379,112,d,7,5,5,16,0,4096,1580945626.429241,1578863448.0,perl-base,/usr/lib/x86_64-linux-gnu/perl-base
1307,2229074,112,d,7,5,5,2,0,12288,1580945626.429241,1578863404.0,gconv,/usr/lib/x86_64-linux-gnu/gconv
1308,2229378,112,d,7,5,5,2,0,4096,1580945626.429241,1520707242.0,perl,/usr/lib/x86_64-linux-gnu/perl
1309,2229072,112,d,7,5,5,2,0,4096,1580945626.429241,1578863412.0,coreutils,/usr/lib/x86_64-linux-gnu/coreutils
1310,3148865,112,d,7,5,5,2,0,4096,1581368668.8570807,1581368664.0,engines-1.1,/usr/lib/x86_64-linux-gnu/engines-1.1
1311,2229377,112,-,6,4,4,1,0,501680,1580945626.084241,1566325157.0,libzstd.so.1.3.3,/usr/lib/x86_64-linux-gnu/libzstd.so.1.3.3
1312,2229353,112,l,7,7,7,1,0,14,1580945626.059854,1527062907.0,libmenu.so.5,/usr/lib/x86_64-linux-gnu/libmenu.so.5
1313,2229363,112,l,7,7,7,1,0,16,1580945626.073854,1527062907.0,libpanelw.so.5,/usr/lib/x86_64-linux-gnu/libpanelw.so.5
1314,2229362,112,-,6,4,4,1,0,14184,1580945626.073854,1527062907.0,libpanel.so.5.9,/usr/lib/x86_64-linux-gnu/libpanel.so.5.9
1315,2229376,112,l,7,7,7,1,0,16,1580945626.079241,1566325157.0,libzstd.so.1,/usr/lib/x86_64-linux-gnu/libzstd.so.1
1316,2229358,112,-,6,4,4,1,0,219304,1580945626.062854,1513103238.0,libnettle.so.6.4,/usr/lib/x86_64-linux-gnu/libnettle.so.6.4
1317,2229339,112,l,7,7,7,1,0,14,1580945626.027854,1527062907.0,libform.so.5,/usr/lib/x86_64-linux-gnu/libform.so.5
1318,2229355,112,l,7,7,7,1,0,15,1580945626.059854,1527062907.0,libmenuw.so.5,/usr/lib/x86_64-linux-gnu/libmenuw.so.5
1319,2229338,112,-,6,4,4,1,0,31032,1580945626.027854,1515317948.0,libffi.so.6.0.4,/usr/lib/x86_64-linux-gnu/libffi.so.6.0.4
1320,2229367,112,-,6,4,4,1,0,256480,1580945626.076854,1519896915.0,libsemanage.so.1,/usr/lib/x86_64-linux-gnu/libsemanage.so.1
1321,2229335,112,l,7,7,7,1,0,25,1580945626.027854,1465380265.0,libdebconfclient.so.0,/usr/lib/x86_64-linux-gnu/libdebconfclient.so.0
1322,2229375,112,-,6,4,4,1,0,1562664,1580945626.079241,1553160601.0,libunistring.so.2.1.0,/usr/lib/x86_64-linux-gnu/libunistring.so.2.1.0
1323,2229330,112,l,7,7,7,1,0,19,1580945625.980854,1567505135.0,libapt-pkg.so.5.0,/usr/lib/x86_64-linux-gnu/libapt-pkg.so.5.0
1324,2229365,112,l,7,7,7,1,0,22,1580945626.073854,1517682470.0,libpcreposix.so.3,/usr/lib/x86_64-linux-gnu/libpcreposix.so.3
1325,2229352,112,-,6,4,4,1,0,112672,1580945626.059854,1522758821.0,liblz4.so.1.7.1,/usr/lib/x86_64-linux-gnu/liblz4.so.1.7.1
1326,2229336,112,-,6,4,4,1,0,10360,1580945626.027854,1465380273.0,libdebconfclient.so.0.0.0,/usr/lib/x86_64-linux-gnu/libdebconfclient.so.0.0.0
1327,2229370,112,l,7,7,7,1,0,17,1580945626.064241,1516539664.0,libtasn1.so.6,/usr/lib/x86_64-linux-gnu/libtasn1.so.6
1328,2229344,112,-,6,4,4,1,0,526688,1580945626.033854,1516798255.0,libgmp.so.10.3.2,/usr/lib/x86_64-linux-gnu/libgmp.so.10.3.2
1329,2229346,112,-,6,4,4,1,0,1457760,1580945626.052854,1578497940.0,libgnutls.so.30.14.10,/usr/lib/x86_64-linux-gnu/libgnutls.so.30.14.10
1330,2229374,112,l,7,7,7,1,0,21,1580945626.066241,1553160601.0,libunistring.so.2,/usr/lib/x86_64-linux-gnu/libunistring.so.2
1331,2229342,112,-,6,4,4,1,0,68840,1580945626.029854,1527062907.0,libformw.so.5.9,/usr/lib/x86_64-linux-gnu/libformw.so.5.9
1332,2229343,112,l,7,7,7,1,0,16,1580945626.029854,1516798255.0,libgmp.so.10,/usr/lib/x86_64-linux-gnu/libgmp.so.10
1333,2229332,112,l,7,7,7,1,0,23,1580945626.001854,1567505135.0,libapt-private.so.0.0,/usr/lib/x86_64-linux-gnu/libapt-private.so.0.0
1334,2229369,112,-,6,4,4,1,0,1594864,1580945626.064241,1557330677.0,libstdc++.so.6.0.25,/usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.25
1335,2229333,112,-,6,4,4,1,0,407640,1580945626.005854,1567505135.0,libapt-private.so.0.0.0,/usr/lib/x86_64-linux-gnu/libapt-private.so.0.0.0
1336,2229364,112,-,6,4,4,1,0,14184,1580945626.073854,1527062907.0,libpanelw.so.5.9,/usr/lib/x86_64-linux-gnu/libpanelw.so.5.9
1337,2229347,112,l,7,7,7,1,0,17,1580945626.053854,1513103238.0,libhogweed.so.4,/usr/lib/x86_64-linux-gnu/libhogweed.so.4
1338,2229351,112,l,7,7,7,1,0,15,1580945626.057854,1522758821.0,liblz4.so.1,/usr/lib/x86_64-linux-gnu/liblz4.so.1
1339,2229368,112,l,7,7,7,1,0,19,1580945626.077854,1557330677.0,libstdc++.so.6,/usr/lib/x86_64-linux-gnu/libstdc++.so.6
1340,2229366,112,-,6,4,4,1,0,10128,1580945626.073854,1517682470.0,libpcreposix.so.3.13.3,/usr/lib/x86_64-linux-gnu/libpcreposix.so.3.13.3
1341,2229359,112,l,7,7,7,1,0,19,1580945626.062854,1507957363.0,libp11-kit.so.0,/usr/lib/x86_64-linux-gnu/libp11-kit.so.0
