fid,inode,dev,ftype,op,gp,tp,numoflinks,uid,size,ctime,mtime,name,abspath
3697,2230254,112,-,6,4,4,1,0,3036,1580945626.255241,1567717514.0,changelog.Debian.gz,/usr/share/doc/dpkg/changelog.Debian.gz
3698,2230291,112,-,6,4,4,1,0,1588,1580945626.260241,1513611816.0,copyright,/usr/share/doc/libaudit-common/copyright
3699,2230290,112,-,6,4,4,1,0,1196,1580945626.260241,1518047992.0,changelog.Debian.gz,/usr/share/doc/libaudit-common/changelog.Debian.gz
3700,2230225,112,d,7,5,5,2,0,4096,1580945626.430241,1578863436.0,examples,/usr/share/doc/apt/examples
3701,2230222,112,l,7,7,7,1,0,31,1580945626.246241,1567505135.0,NEWS.Debian.gz,/usr/share/doc/apt/NEWS.Debian.gz
3702,2230224,112,-,6,4,4,1,0,1029,1580945626.247241,1567505135.0,copyright,/usr/share/doc/apt/copyright
3703,2230223,112,l,7,7,7,1,0,29,1580945626.246241,1567505135.0,changelog.gz,/usr/share/doc/apt/changelog.gz
3704,2230227,112,l,7,7,7,1,0,6,1580945626.247241,1569608674.0,FAQ,/usr/share/doc/base-files/FAQ
3705,2230228,112,-,6,4,4,1,0,1228,1580945626.248241,1569608674.0,copyright,/usr/share/doc/base-files/copyright
3706,2230384,112,-,6,4,4,1,0,3949,1580945626.274241,1516228548.0,copyright,/usr/share/doc/libprocps6/copyright
3707,2230383,112,-,6,4,4,1,0,2837,1580945626.274241,1565365047.0,changelog.Debian.gz,/usr/share/doc/libprocps6/changelog.Debian.gz
3708,2230469,112,-,6,4,4,1,0,2199,1580945626.284241,1486936539.0,copyright,/usr/share/doc/sysvinit-utils/copyright
3709,2230373,112,l,7,7,7,1,0,26,1580945626.272241,1551277610.0,NEWS.Debian.gz,/usr/share/doc/libpam-runtime/NEWS.Debian.gz
3710,2230375,112,-,6,4,4,1,0,3176,1580945626.273241,1522878962.0,copyright,/usr/share/doc/libpam-runtime/copyright
3711,2230374,112,l,7,7,7,1,0,31,1580945626.272241,1551277610.0,changelog.Debian.gz,/usr/share/doc/libpam-runtime/changelog.Debian.gz
3712,2230245,112,-,6,4,4,1,0,3101,1580945626.253241,1516864473.0,copyright,/usr/share/doc/dash/copyright
3713,2230244,112,-,6,4,4,1,0,1762,1580945626.253241,1516864473.0,changelog.Debian.gz,/usr/share/doc/dash/changelog.Debian.gz
3714,2230387,112,-,6,4,4,1,0,1449,1580945626.275241,1549613843.0,copyright,/usr/share/doc/libseccomp2/copyright
3715,2230386,112,-,6,4,4,1,0,1457,1580945626.275241,1556914143.0,changelog.Debian.gz,/usr/share/doc/libseccomp2/changelog.Debian.gz
3716,2230353,112,-,6,4,4,1,0,17975,1580945626.271241,1518646824.0,copyright,/usr/share/doc/libmount1/copyright
3717,2230352,112,l,7,7,7,1,0,31,1580945626.270241,1566517666.0,changelog.Debian.gz,/usr/share/doc/libmount1/changelog.Debian.gz
3718,2230324,112,-,6,4,4,1,0,17975,1580945626.267241,1518646824.0,copyright,/usr/share/doc/libfdisk1/copyright
3719,2230323,112,l,7,7,7,1,0,31,1580945626.267241,1566517666.0,changelog.Debian.gz,/usr/share/doc/libfdisk1/changelog.Debian.gz
3720,2230258,112,-,6,4,4,1,0,3594,1580945626.255241,1521918808.0,copyright,/usr/share/doc/e2fsprogs/copyright
3721,2230257,112,l,7,7,7,1,0,34,1580945626.255241,1569520918.0,changelog.Debian.gz,/usr/share/doc/e2fsprogs/changelog.Debian.gz
3722,2230327,112,-,6,4,4,1,0,3440,1580945626.268241,1307702429.0,copyright,/usr/share/doc/libffi6/copyright
3723,2230326,112,-,6,4,4,1,0,953,1580945626.268241,1515317948.0,changelog.Debian.gz,/usr/share/doc/libffi6/changelog.Debian.gz
3724,2230396,112,-,6,4,4,1,0,1828,1580945626.276241,1505481274.0,copyright,/usr/share/doc/libsemanage1/copyright
3725,2230395,112,-,6,4,4,1,0,1648,1580945626.276241,1519896915.0,changelog.Debian.gz,/usr/share/doc/libsemanage1/changelog.Debian.gz
3726,2230331,112,-,6,4,4,1,0,21687,1580945626.269241,1509816794.0,copyright,/usr/share/doc/libgcrypt20/copyright
3727,2230330,112,-,6,4,4,1,0,1529,1580945626.269241,1529328510.0,changelog.Debian.gz,/usr/share/doc/libgcrypt20/changelog.Debian.gz
3728,2230378,112,-,6,4,4,1,0,3176,1580945626.273241,1522878962.0,copyright,/usr/share/doc/libpam0g/copyright
3729,2230377,112,-,6,4,4,1,0,3293,1580945626.273241,1551277610.0,changelog.Debian.gz,/usr/share/doc/libpam0g/changelog.Debian.gz
3730,2230230,112,-,6,4,4,1,0,799,1580945626.248241,1455936273.0,copyright,/usr/share/doc/base-passwd/copyright
3731,2230276,112,-,6,4,4,1,0,1112,1580945626.257241,1492866855.0,copyright,/usr/share/doc/gzip/copyright
3732,2230275,112,-,6,4,4,1,0,1082,1580945626.257241,1493351419.0,changelog.Debian.gz,/usr/share/doc/gzip/changelog.Debian.gz
3733,2230445,112,-,6,4,4,1,0,6366,1580945626.281241,1518409095.0,copyright,/usr/share/doc/ncurses-base/copyright
3734,2230444,112,-,6,4,4,1,0,1982,1580945626.281241,1527062907.0,changelog.Debian.gz,/usr/share/doc/ncurses-base/changelog.Debian.gz
3735,2230273,112,-,6,4,4,1,0,1806,1580945626.257241,1499779199.0,copyright,/usr/share/doc/grep/copyright
3736,2230272,112,-,6,4,4,1,0,1366,1580945626.257241,1568818816.0,changelog.Debian.gz,/usr/share/doc/grep/changelog.Debian.gz
3737,2230415,112,-,6,4,4,1,0,6366,1580945626.279241,1518409095.0,copyright,/usr/share/doc/libtinfo5/copyright
3738,2230414,112,-,6,4,4,1,0,1981,1580945626.279241,1527062907.0,changelog.Debian.gz,/usr/share/doc/libtinfo5/changelog.Debian.gz
3739,2230312,112,-,6,4,4,1,0,1154,1580945626.265241,1521918808.0,copyright,/usr/share/doc/libcom-err2/copyright
3740,2230311,112,-,6,4,4,1,0,2086,1580945626.265241,1569520918.0,changelog.Debian.gz,/usr/share/doc/libcom-err2/changelog.Debian.gz
3741,2230239,112,-,6,4,4,1,0,2499,1580945626.252241,1562243736.0,copyright,/usr/share/doc/bzip2/copyright
3742,2230238,112,l,7,7,7,1,0,33,1580945626.251241,1562243736.0,changelog.Debian.gz,/usr/share/doc/bzip2/changelog.Debian.gz
3743,2230337,112,-,6,4,4,1,0,22929,1580945626.269241,1520507082.0,copyright,/usr/share/doc/libgnutls30/copyright
3744,2230336,112,-,6,4,4,1,0,1687,1580945626.269241,1578497940.0,changelog.Debian.gz,/usr/share/doc/libgnutls30/changelog.Debian.gz
3745,2230452,112,d,7,5,5,2,0,4096,1580945626.430241,1578863436.0,examples,/usr/share/doc/passwd/examples
3746,2230451,112,-,6,4,4,1,0,5153,1580945626.282241,1516892962.0,copyright,/usr/share/doc/passwd/copyright
3747,2230450,112,-,6,4,4,1,0,2993,1580945626.282241,1553281538.0,changelog.Debian.gz,/usr/share/doc/passwd/changelog.Debian.gz
3748,2230367,112,d,7,5,5,2,0,4096,1580945626.430241,1578863425.0,examples,/usr/share/doc/libpam-modules/examples
3749,2230364,112,l,7,7,7,1,0,26,1580945626.272241,1551277610.0,NEWS.Debian.gz,/usr/share/doc/libpam-modules/NEWS.Debian.gz
3750,2230366,112,-,6,4,4,1,0,3176,1580945626.272241,1522878962.0,copyright,/usr/share/doc/libpam-modules/copyright
3751,2230365,112,l,7,7,7,1,0,31,1580945626.272241,1551277610.0,changelog.Debian.gz,/usr/share/doc/libpam-modules/changelog.Debian.gz
3752,2230236,112,-,6,4,4,1,0,17975,1580945626.251241,1518646824.0,copyright,/usr/share/doc/bsdutils/copyright
3753,2230235,112,-,6,4,4,1,0,1817,1580945626.250241,1566517666.0,changelog.Debian.gz,/usr/share/doc/bsdutils/changelog.Debian.gz
3754,2230344,112,-,6,4,4,1,0,5347,1580945626.270241,1511435501.0,copyright,/usr/share/doc/libidn2-0/copyright
3755,2230343,112,-,6,4,4,1,0,1816,1580945626.270241,1571940147.0,changelog.Debian.gz,/usr/share/doc/libidn2-0/changelog.Debian.gz
3756,2230303,112,-,6,4,4,1,0,25467,1580945626.264241,1519292795.0,copyright,/usr/share/doc/libc-bin/copyright
3757,2230302,112,l,7,7,7,1,0,28,1580945626.263241,1523909660.0,changelog.Debian.gz,/usr/share/doc/libc-bin/changelog.Debian.gz
3758,2230321,112,-,6,4,4,1,0,3594,1580945626.267241,1521918808.0,copyright,/usr/share/doc/libext2fs2/copyright
3759,2230320,112,-,6,4,4,1,0,2087,1580945626.267241,1569520918.0,changelog.Debian.gz,/usr/share/doc/libext2fs2/changelog.Debian.gz
3760,2230358,112,-,6,4,4,1,0,13247,1580945626.271241,1505078150.0,copyright,/usr/share/doc/libnettle6/copyright
3761,2230357,112,-,6,4,4,1,0,1444,1580945626.271241,1513103238.0,changelog.Debian.gz,/usr/share/doc/libnettle6/changelog.Debian.gz
3762,2230465,112,d,7,5,5,2,0,4096,1580945626.430241,1578863427.0,examples,/usr/share/doc/sed/examples
3763,2230464,112,-,6,4,4,1,0,849,1580945626.283241,1483579901.0,copyright,/usr/share/doc/sed/copyright
3764,2230463,112,-,6,4,4,1,0,1093,1580945626.283241,1517280591.0,changelog.Debian.gz,/usr/share/doc/sed/changelog.Debian.gz
3765,2230283,112,-,6,4,4,1,0,761,1580945626.259241,1251160669.0,copyright,/usr/share/doc/libacl1/copyright
3766,2230282,112,-,6,4,4,1,0,1382,1580945626.259241,1492807494.0,changelog.Debian.gz,/usr/share/doc/libacl1/changelog.Debian.gz
3767,2230267,112,-,6,4,4,1,0,64067,1580945626.256241,1557330677.0,copyright,/usr/share/doc/gcc-8-base/copyright
3768,2230266,112,-,6,4,4,1,0,1439,1580945626.256241,1557330677.0,changelog.Debian.gz,/usr/share/doc/gcc-8-base/changelog.Debian.gz
3769,2230261,112,-,6,4,4,1,0,17975,1580945626.255241,1518646824.0,copyright,/usr/share/doc/fdisk/copyright
3770,2230260,112,l,7,7,7,1,0,32,1580945626.255241,1566517666.0,changelog.Debian.gz,/usr/share/doc/fdisk/changelog.Debian.gz
3771,2230340,112,-,6,4,4,1,0,5009,1580945626.270241,1517873965.0,copyright,/usr/share/doc/libgpg-error0/copyright
3772,2230339,112,-,6,4,4,1,0,1087,1580945626.269241,1517873994.0,changelog.Debian.gz,/usr/share/doc/libgpg-error0/changelog.Debian.gz
3773,2230479,112,d,7,5,5,2,0,4096,1580945626.430241,1578863431.0,releases,/usr/share/doc/util-linux/releases
3774,2230478,112,d,7,5,5,2,0,4096,1580945626.430241,1578863431.0,examples,/usr/share/doc/util-linux/examples
3775,2230477,112,-,6,4,4,1,0,17975,1580945626.286241,1518646824.0,copyright,/usr/share/doc/util-linux/copyright
3776,2230476,112,l,7,7,7,1,0,32,1580945626.285241,1566517666.0,changelog.Debian.gz,/usr/share/doc/util-linux/changelog.Debian.gz
3777,2230421,112,-,6,4,4,1,0,6067,1580945626.280241,1512212734.0,copyright,/usr/share/doc/libunistring2/copyright
3778,2230420,112,-,6,4,4,1,0,1648,1580945626.280241,1553160601.0,changelog.Debian.gz,/usr/share/doc/libunistring2/changelog.Debian.gz
3779,2230288,112,-,6,4,4,1,0,789,1580945626.260241,1251250326.0,copyright,/usr/share/doc/libattr1/copyright
3780,2230287,112,-,6,4,4,1,0,1298,1580945626.260241,1492807550.0,changelog.Debian.gz,/usr/share/doc/libattr1/changelog.Debian.gz
3781,2230402,112,-,6,4,4,1,0,17975,1580945626.278241,1518646824.0,copyright,/usr/share/doc/libsmartcols1/copyright
3782,2230401,112,-,6,4,4,1,0,1822,1580945626.278241,1566517666.0,changelog.Debian.gz,/usr/share/doc/libsmartcols1/changelog.Debian.gz
3783,2230467,112,-,6,4,4,1,0,5155,1580945626.284241,1510741997.0,copyright,/usr/share/doc/sensible-utils/copyright
3784,2230409,112,-,6,4,4,1,0,7917,1580945626.279241,1573827222.0,copyright,/usr/share/doc/libsystemd0/copyright
3785,2230408,112,-,6,4,4,1,0,3017,1580945626.279241,1573830076.0,changelog.Debian.gz,/usr/share/doc/libsystemd0/changelog.Debian.gz
3786,2230285,112,-,6,4,4,1,0,1029,1580945626.259241,1567505135.0,copyright,/usr/share/doc/libapt-pkg5.0/copyright
3787,2230252,112,-,6,4,4,1,0,1839,1580945626.254241,1501876800.0,copyright,/usr/share/doc/diffutils/copyright
3788,2230251,112,-,6,4,4,1,0,1337,1580945626.254241,1501881616.0,changelog.Debian.gz,/usr/share/doc/diffutils/changelog.Debian.gz
3789,2230315,112,-,6,4,4,1,0,7517,1580945626.266241,1502973322.0,copyright,/usr/share/doc/libdb5.3/copyright
3790,2230314,112,-,6,4,4,1,0,1152,1580945626.265241,1559568828.0,changelog.Debian.gz,/usr/share/doc/libdb5.3/changelog.Debian.gz
3791,2230474,112,-,6,4,4,1,0,1242,1580945626.285241,1274979192.0,copyright,/usr/share/doc/ubuntu-keyring/copyright
3792,2230297,112,-,6,4,4,1,0,17975,1580945626.262241,1518646824.0,copyright,/usr/share/doc/libblkid1/copyright
3793,2230296,112,l,7,7,7,1,0,31,1580945626.262241,1566517666.0,changelog.Debian.gz,/usr/share/doc/libblkid1/changelog.Debian.gz
3794,2230309,112,-,6,4,4,1,0,1407,1580945626.265241,1427303035.0,copyright,/usr/share/doc/libcap-ng0/copyright
3795,2230308,112,-,6,4,4,1,0,1418,1580945626.265241,1506293017.0,changelog.Debian.gz,/usr/share/doc/libcap-ng0/changelog.Debian.gz
3796,2230278,112,-,6,4,4,1,0,1146,1580945626.258241,1517307942.0,copyright,/usr/share/doc/hostname/copyright
3797,2230369,112,l,7,7,7,1,0,26,1580945626.272241,1551277610.0,NEWS.Debian.gz,/usr/share/doc/libpam-modules-bin/NEWS.Debian.gz
3798,2230371,112,-,6,4,4,1,0,3176,1580945626.272241,1522878962.0,copyright,/usr/share/doc/libpam-modules-bin/copyright
3799,2230370,112,l,7,7,7,1,0,31,1580945626.272241,1551277610.0,changelog.Debian.gz,/usr/share/doc/libpam-modules-bin/changelog.Debian.gz
3800,2230247,112,-,6,4,4,1,0,2658,1580945626.253241,1557160230.0,copyright,/usr/share/doc/debconf/copyright
3801,2230405,112,-,6,4,4,1,0,1163,1580945626.278241,1521918808.0,copyright,/usr/share/doc/libss2/copyright
3802,2230404,112,l,7,7,7,1,0,34,1580945626.278241,1569520918.0,changelog.Debian.gz,/usr/share/doc/libss2/changelog.Debian.gz
3803,2230461,112,d,7,5,5,2,0,4096,1580945626.430241,1578863443.0,examples,/usr/share/doc/procps/examples
3804,2230458,112,l,7,7,7,1,0,28,1580945626.283241,1565365047.0,NEWS.Debian.gz,/usr/share/doc/procps/NEWS.Debian.gz
3805,2230460,112,-,6,4,4,1,0,3949,1580945626.283241,1516228548.0,copyright,/usr/share/doc/procps/copyright
3806,2230459,112,l,7,7,7,1,0,33,1580945626.283241,1565365047.0,changelog.Debian.gz,/usr/share/doc/procps/changelog.Debian.gz
3807,2230334,112,-,6,4,4,1,0,2019,1580945626.269241,1516798255.0,copyright,/usr/share/doc/libgmp10/copyright
3808,2230333,112,-,6,4,4,1,0,939,1580945626.269241,1516798255.0,changelog.Debian.gz,/usr/share/doc/libgmp10/changelog.Debian.gz
3809,2230472,112,-,6,4,4,1,0,1486,1580945626.285241,1500647722.0,copyright,/usr/share/doc/tar/copyright
3810,2230471,112,-,6,4,4,1,0,1218,1580945626.285241,1548088691.0,changelog.Debian.gz,/usr/share/doc/tar/changelog.Debian.gz
3811,2230430,112,-,6,4,4,1,0,5153,1580945626.281241,1516892962.0,copyright,/usr/share/doc/login/copyright
3812,2230429,112,-,6,4,4,1,0,2992,1580945626.281241,1553281538.0,changelog.Debian.gz,/usr/share/doc/login/changelog.Debian.gz
3813,2230427,112,-,6,4,4,1,0,8005,1580945626.280241,1520849085.0,copyright,/usr/share/doc/libzstd1/copyright
3814,2230426,112,-,6,4,4,1,0,1704,1580945626.280241,1566325157.0,changelog.Debian.gz,/usr/share/doc/libzstd1/changelog.Debian.gz
3815,2230362,112,d,7,5,5,2,0,4096,1580945626.430241,1578863440.0,examples,/usr/share/doc/libp11-kit0/examples
3816,2230361,112,-,6,4,4,1,0,13855,1580945626.271241,1507957307.0,copyright,/usr/share/doc/libp11-kit0/copyright
3817,2230360,112,-,6,4,4,1,0,1204,1580945626.271241,1507957363.0,changelog.Debian.gz,/usr/share/doc/libp11-kit0/changelog.Debian.gz
3818,2230264,112,-,6,4,4,1,0,3089,1580945626.255241,1467631269.0,copyright,/usr/share/doc/findutils/copyright
3819,2230263,112,-,6,4,4,1,0,1505,1580945626.255241,1509902208.0,changelog.Debian.gz,/usr/share/doc/findutils/changelog.Debian.gz
3820,2230350,112,-,6,4,4,1,0,15308,1580945626.270241,1475931706.0,copyright,/usr/share/doc/liblzma5/copyright
3821,2230349,112,-,6,4,4,1,0,4550,1580945626.270241,1498667959.0,changelog.Debian.gz,/usr/share/doc/liblzma5/changelog.Debian.gz
3822,2230448,112,-,6,4,4,1,0,6366,1580945626.282241,1518409095.0,copyright,/usr/share/doc/ncurses-bin/copyright
3823,2230447,112,l,7,7,7,1,0,32,1580945626.282241,1527062907.0,changelog.Debian.gz,/usr/share/doc/ncurses-bin/changelog.Debian.gz
3824,2230347,112,-,6,4,4,1,0,3092,1580945626.270241,1455725006.0,copyright,/usr/share/doc/liblz4-1/copyright
3825,2230346,112,-,6,4,4,1,0,1099,1580945626.270241,1522758821.0,changelog.Debian.gz,/usr/share/doc/liblz4-1/changelog.Debian.gz
3826,2230432,112,-,6,4,4,1,0,2648,1580945626.281241,1502142908.0,copyright,/usr/share/doc/lsb-base/copyright
3827,2230418,112,-,6,4,4,1,0,7917,1580945626.280241,1573827222.0,copyright,/usr/share/doc/libudev1/copyright
3828,2230417,112,-,6,4,4,1,0,3017,1580945626.280241,1573830076.0,changelog.Debian.gz,/usr/share/doc/libudev1/changelog.Debian.gz
3829,2230217,112,d,7,5,5,3,0,4096,1580945626.430241,1578863436.0,examples,/usr/share/doc/adduser/examples
3830,2230216,112,-,6,4,4,1,0,1995,1580945626.246241,1502648233.0,copyright,/usr/share/doc/adduser/copyright
3831,2230218,112,d,7,5,5,4,0,4096,1580945626.430241,1578863436.0,adduser.local.conf.examples,/usr/share/doc/adduser/examples/adduser.local.conf.examples
3832,2230219,112,d,7,5,5,2,0,4096,1580945626.430241,1578863436.0,skel,/usr/share/doc/adduser/examples/adduser.local.conf.examples/skel
3833,2230220,112,d,7,5,5,2,0,4096,1580945626.430241,1578863436.0,skel.other,/usr/share/doc/adduser/examples/adduser.local.conf.examples/skel.other
3834,2230317,112,-,6,4,4,1,0,1978,1580945626.266241,1309827624.0,copyright,/usr/share/doc/libdebconfclient0/copyright
3835,2230482,112,-,6,4,4,1,0,2028,1580945626.286241,1487257419.0,copyright,/usr/share/doc/zlib1g/copyright
3836,2230481,112,-,6,4,4,1,0,1086,1580945626.286241,1495539149.0,changelog.Debian.gz,/usr/share/doc/zlib1g/changelog.Debian.gz
3837,2230270,112,-,6,4,4,1,0,9804,1580945626.256241,1512085362.0,copyright,/usr/share/doc/gpgv/copyright
3838,2230269,112,-,6,4,4,1,0,1902,1580945626.256241,1547125623.0,changelog.Debian.gz,/usr/share/doc/gpgv/changelog.Debian.gz
3839,2230249,112,-,6,4,4,1,0,8017,1580945626.254241,1241572070.0,copyright,/usr/share/doc/debianutils/copyright
3840,2230294,112,-,6,4,4,1,0,1588,1580945626.261241,1513611816.0,copyright,/usr/share/doc/libaudit1/copyright
3841,2230293,112,-,6,4,4,1,0,1193,1580945626.261241,1518047992.0,changelog.Debian.gz,/usr/share/doc/libaudit1/changelog.Debian.gz
3842,2230381,112,-,6,4,4,1,0,2765,1580945626.274241,1425752912.0,copyright,/usr/share/doc/libpcre3/copyright
3843,2230380,112,-,6,4,4,1,0,935,1580945626.273241,1517682470.0,changelog.Debian.gz,/usr/share/doc/libpcre3/changelog.Debian.gz
3844,2230412,112,-,6,4,4,1,0,3406,1580945626.279241,1469553874.0,copyright,/usr/share/doc/libtasn1-6/copyright
3845,2230411,112,-,6,4,4,1,0,1459,1580945626.279241,1516539664.0,changelog.Debian.gz,/usr/share/doc/libtasn1-6/changelog.Debian.gz
3846,2230455,112,-,6,4,4,1,0,111655,1580945626.283241,1520707242.0,copyright,/usr/share/doc/perl/copyright
3847,2230454,112,-,6,4,4,1,0,60951,1580945626.282241,1542642884.0,changelog.Debian.gz,/usr/share/doc/perl/changelog.Debian.gz
3848,2230436,112,d,7,5,5,2,0,4096,1580945626.430241,1578863405.0,examples,/usr/share/doc/mawk/examples
3849,2230435,112,-,6,4,4,1,0,1298,1580945626.281241,1522758858.0,copyright,/usr/share/doc/mawk/copyright
3850,2230434,112,-,6,4,4,1,0,1848,1580945626.281241,1522758858.0,changelog.Debian.gz,/usr/share/doc/mawk/changelog.Debian.gz
3851,2230399,112,-,6,4,4,1,0,2071,1580945626.277241,1504987808.0,copyright,/usr/share/doc/libsepol1/copyright
3852,2230398,112,-,6,4,4,1,0,1265,1580945626.277241,1504987808.0,changelog.Debian.gz,/usr/share/doc/libsepol1/changelog.Debian.gz
3853,2230300,112,-,6,4,4,1,0,2499,1580945626.263241,1562243736.0,copyright,/usr/share/doc/libbz2-1.0/copyright
3854,2230299,112,-,6,4,4,1,0,1571,1580945626.262241,1562243736.0,changelog.Debian.gz,/usr/share/doc/libbz2-1.0/changelog.Debian.gz
3855,2230306,112,-,6,4,4,1,0,25467,1580945626.265241,1519292795.0,copyright,/usr/share/doc/libc6/copyright
3856,2230305,112,-,6,4,4,1,0,3488,1580945626.264241,1523909660.0,changelog.Debian.gz,/usr/share/doc/libc6/changelog.Debian.gz
3857,2230440,112,d,7,5,5,2,0,4096,1580945626.430241,1578863451.0,examples,/usr/share/doc/mount/examples
3858,2230439,112,-,6,4,4,1,0,17975,1580945626.281241,1518646824.0,copyright,/usr/share/doc/mount/copyright
3859,2230442,112,l,7,7,7,1,0,23,1580945626.281241,1566517666.0,mount.txt,/usr/share/doc/mount/mount.txt
3860,2230438,112,l,7,7,7,1,0,32,1580945626.281241,1566517666.0,changelog.Debian.gz,/usr/share/doc/mount/changelog.Debian.gz
3861,2230441,112,l,7,7,7,1,0,31,1580945626.281241,1566517666.0,fstab,/usr/share/doc/mount/examples/fstab
3862,2230242,112,-,6,4,4,1,0,12531,1580945626.253241,1507432384.0,copyright,/usr/share/doc/coreutils/copyright
3863,2230241,112,-,6,4,4,1,0,1493,1580945626.252241,1516268629.0,changelog.Debian.gz,/usr/share/doc/coreutils/changelog.Debian.gz
3864,3148934,112,-,6,4,4,1,0,6548,1581368668.8000808,1537186399.0,copyright,/usr/share/doc/libssl1.1/copyright
3865,3148933,112,-,6,4,4,1,0,1664,1581368668.8000808,1573577915.0,changelog.Debian.gz,/usr/share/doc/libssl1.1/changelog.Debian.gz
3866,3148914,112,-,6,4,4,1,0,6666,1581368668.795081,1518554618.0,copyright,/usr/share/doc/libmagic1/copyright
3867,3148913,112,l,7,7,7,1,0,35,1581368668.7940807,1572367819.0,changelog.Debian.gz,/usr/share/doc/libmagic1/changelog.Debian.gz
3868,3148920,112,-,6,4,4,1,0,16122,1581368668.7970808,1528234536.0,copyright,/usr/share/doc/libpython3-stdlib/copyright
3869,3148919,112,-,6,4,4,1,0,1141,1581368668.7970808,1540465860.0,changelog.Debian.gz,/usr/share/doc/libpython3-stdlib/changelog.Debian.gz
3870,3148941,112,d,7,5,5,2,0,4096,1581368668.8570807,1540465860.0,python-policy.html,/usr/share/doc/python3/python-policy.html
3871,3148940,112,-,6,4,4,1,0,16122,1581368668.8020809,1528234536.0,copyright,/usr/share/doc/python3/copyright
3872,3148938,112,l,7,7,7,1,0,34,1581368668.8010807,1540465860.0,README.Debian,/usr/share/doc/python3/README.Debian
3873,3148939,112,l,7,7,7,1,0,40,1581368668.8010807,1540465860.0,changelog.Debian.gz,/usr/share/doc/python3/changelog.Debian.gz
3874,3148917,112,-,6,4,4,1,0,3802,1581368668.7960808,1389219465.0,copyright,/usr/share/doc/libmpdec2/copyright
3875,3148916,112,-,6,4,4,1,0,871,1581368668.795081,1524465477.0,changelog.Debian.gz,/usr/share/doc/libmpdec2/changelog.Debian.gz
3876,3148908,112,-,6,4,4,1,0,1755,1581368668.7930808,1513496005.0,copyright,/usr/share/doc/libexpat1/copyright
3877,3148907,112,-,6,4,4,1,0,1097,1581368668.7930808,1568138744.0,changelog.Debian.gz,/usr/share/doc/libexpat1/changelog.Debian.gz
3878,3148931,112,-,6,4,4,1,0,1261,1581368668.8000808,1386499896.0,copyright,/usr/share/doc/libsqlite3-0/copyright
3879,3148930,112,-,6,4,4,1,0,1502,1581368668.8000808,1574952396.0,changelog.Debian.gz,/usr/share/doc/libsqlite3-0/changelog.Debian.gz
3880,3148950,112,l,7,7,7,1,0,29,1581368668.8030808,1540465860.0,python-policy.html,/usr/share/doc/python3.6/python-policy.html
3881,3148948,112,-,6,4,4,1,0,49855,1581368668.8030808,1463573929.0,copyright,/usr/share/doc/python3.6/copyright
3882,3148949,112,l,7,7,7,1,0,31,1581368668.8030808,1540465860.0,python-policy.dbk.gz,/usr/share/doc/python3.6/python-policy.dbk.gz
3883,3148951,112,l,7,7,7,1,0,31,1581368668.8030808,1540465860.0,python-policy.txt.gz,/usr/share/doc/python3.6/python-policy.txt.gz
3884,3148947,112,l,7,7,7,1,0,7,1581368668.8030808,1573123442.0,changelog.gz,/usr/share/doc/python3.6/changelog.gz
3885,3148946,112,l,7,7,7,1,0,40,1581368668.8030808,1573123442.0,changelog.Debian.gz,/usr/share/doc/python3.6/changelog.Debian.gz
3886,3148957,112,-,6,4,4,1,0,2747,1581368668.805081,1454757976.0,copyright,/usr/share/doc/readline-common/copyright
3887,3148956,112,-,6,4,4,1,0,1320,1581368668.805081,1494878423.0,changelog.Debian.gz,/usr/share/doc/readline-common/changelog.Debian.gz
3888,3148954,112,-,6,4,4,1,0,49855,1581368668.8040807,1463573929.0,copyright,/usr/share/doc/python3.6-minimal/copyright
3889,3148953,112,l,7,7,7,1,0,43,1581368668.8040807,1573123442.0,changelog.Debian.gz,/usr/share/doc/python3.6-minimal/changelog.Debian.gz
3890,3148905,112,-,6,4,4,1,0,6666,1581368668.7920809,1518554618.0,copyright,/usr/share/doc/file/copyright
3891,3148904,112,l,7,7,7,1,0,32,1581368668.7920809,1572367819.0,changelog.Debian.gz,/usr/share/doc/file/changelog.Debian.gz
3892,3148964,112,d,7,5,5,4,0,4096,1581368668.8570807,1581368666.0,extra,/usr/share/doc/xz-utils/extra
3893,3148963,112,-,6,4,4,1,0,15308,1581368668.8070807,1475931706.0,copyright,/usr/share/doc/xz-utils/copyright
3894,3148959,112,l,7,7,7,1,0,19,1581368668.805081,1498667959.0,AUTHORS,/usr/share/doc/xz-utils/AUTHORS
3895,3148961,112,l,7,7,7,1,0,18,1581368668.805081,1498667959.0,THANKS,/usr/share/doc/xz-utils/THANKS
3896,3148960,112,l,7,7,7,1,0,19,1581368668.805081,1498667959.0,NEWS.gz,/usr/share/doc/xz-utils/NEWS.gz
3897,3148962,112,l,7,7,7,1,0,31,1581368668.805081,1498667959.0,changelog.Debian.gz,/usr/share/doc/xz-utils/changelog.Debian.gz
3898,3148965,112,d,7,5,5,2,0,4096,1581368668.8570807,1443524256.0,7z2lzma,/usr/share/doc/xz-utils/extra/7z2lzma
3899,3148966,112,d,7,5,5,2,0,4096,1581368668.8570807,1443524256.0,scanlzma,/usr/share/doc/xz-utils/extra/scanlzma
3900,3148923,112,-,6,4,4,1,0,49855,1581368668.7990808,1463573929.0,copyright,/usr/share/doc/libpython3.6-minimal/copyright
